Well	Compound	Description	KEGG ID	CAS ID
D02	L-Citrulline	Nutritional supplement	C00327	CAS 372-75-8
D03	Chorismic acid	Nutritional supplement	C00251	CAS 617-12-9
D04	(-)Shikimic acid	Nutritional supplement	C00493	CAS 138-59-0
D05	L-Homoserine Lactone	Nutritional supplement		CAS 2185-02-6
D06	D-Alanine	Nutritional supplement	C00133	CAS 338-69-2
D07	D-Aspartic acid	Nutritional supplement	C00402	CAS 1783-96-6
D08	D-Glutamic acid	Nutritional supplement	C00217	CAS 6893-26-1
D09	DL-Diamino-a,e-Pimelic acid	Nutritional supplement	C00680	CAS 2577-62-0
D10	Cytosine	Nutritional supplement	C00380	CAS 71-30-7
D11	Cytidine	Nutritional supplement	C00475	CAS 6018-48-0
D12	2`-Deoxycytidine	Nutritional supplement	C00881	CAS 951-77-9
E01	Putrescine	Nutritional supplement	C00134	CAS 333-93-7
E02	Spermidine	Nutritional supplement	C00315	CAS 334-50-9
E03	Spermine	Nutritional supplement	C00750	CAS 306-67-2
E04	Pyridoxine	Nutritional supplement	C00314	CAS 58-56-0
E05	Pyridoxal	Nutritional supplement	C00250	CAS 65-22-5
E06	Pyridoxamine	Nutritional supplement	C00534	CAS 524-36-7
E07	b-Alanine	Nutritional supplement	C00099	CAS 107-95-9
E08	D-Pantothenic acid	Nutritional supplement	C00864	CAS 137-08-6
E09	Orotic acid	Nutritional supplement	C00295	CAS 154-85-8
E10	Uracil	Nutritional supplement	C00106	CAS 66-22-8
E11	Uridine	Nutritional supplement	C00299	CAS 58-96-8
E12	2`-Deoxyuridine	Nutritional supplement	C00526	CAS 951-78-0
F01	Quinolinic acid	Nutritional supplement	C03722	CAS 89-00-9
F02	Nicotinic acid	Nutritional supplement	C00253	CAS 59-67-6
F03	Nicotinamide	Nutritional supplement	C00153	CAS 98-92-0
F04	b-Nicotinamide Adenine Dinucleotide	Nutritional supplement	C00003	CAS 53-84-9
F05	d-Amino-levulinic acid	Nutritional supplement		CAS 5451-09-2
F06	Hematin	Nutritional supplement		CAS 15489-90-4
F07	Deferoxamine	Nutritional supplement	C06940	CAS 138-14-7
F08	a-D-Glucose	Nutritional supplement	C00031	CAS 50-99-7
F09	N-Acetyl-D-Glucosamine	Nutritional supplement	C00140	CAS 7512-17-6
F10	Thymine	Nutritional supplement	C00178	CAS 65-71-4
F11	Glutathione	Nutritional supplement	C00051	CAS 70-18-8
F12	Thymidine	Nutritional supplement	C00214	CAS 50-89-5
G01	Oxaloacetic acid	Nutritional supplement	C00036	CAS 328-42-7
G02	D-Biotin	Nutritional supplement	C00120	CAS 58-85-5
G03	Cyanocobalamin	Nutritional supplement	C02823	CAS 68-19-9
G04	p-Amino-Benzoic acid	Nutritional supplement	C00568	CAS 555-06-6
G05	Folic acid	Nutritional supplement	C00504	CAS 59-30-3
G06	Inosine + Thiamine	Nutritional supplement	C00294	CAS 58-63-9
G07	Thiamine	Nutritional supplement	C00378	CAS 67-03-8
G08	Thiamine Pyrophosphate	Nutritional supplement	C00068	CAS 154-87-0
G09	Riboflavin	Nutritional supplement	C00255	CAS 83-88-5
G10	Pyrrolo-Quinoline Quinone	Nutritional supplement	C00113	CAS 72909-34-3
G11	Menadione	Nutritional supplement	C05377	CAS 130-37-0
G12	m-Inositol	Nutritional supplement	C00137	CAS 87-89-8
H01	Butyric acid	Nutritional supplement	C00246	CAS 156-54-7
H02	a-Hydroxybutyric acid	Nutritional supplement	C05984	CAS 19054-57-0
H03	a-Ketobutyric acid	Nutritional supplement	C00109	CAS 2013-26-5
H04	Caprylic acid	Nutritional supplement	C06423	CAS 1984-06-1
H05	DL-Thioctic acid	Nutritional supplement	C00725	CAS 1077-28-7
H06	DL-Mevalonic acid Lactone	Nutritional supplement	C02104	CAS 674-26-0
H07	DL-Carnitine	Nutritional supplement	C00487	CAS 461-05-2
H08	Choline	Nutritional supplement	C00114	CAS 77-91-8
H09	Tween 20	Nutritional supplement	C11624	CAS 9005-64-5
H10	Tween 40	Nutritional supplement	D05566	CAS 9005-66-7
H11	Tween 60	Nutritional supplement	D05567	CAS 9005-67-8
H12	Tween 80	Nutritional supplement	C11625	CAS 9005-65-6
