Well	Compound	Description	KEGG ID	CAS ID
E02	2,4-Diamino-6,7-diisopropylpteridine_2	folate antagonist, vibriostatic agent		CAS 84176-65-8
E03	2,4-Diamino-6,7-diisopropylpteridine_3	folate antagonist, vibriostatic agent		CAS 84176-65-8
E04	2,4-Diamino-6,7-diisopropylpteridine_4	folate antagonist, vibriostatic agent		CAS 84176-65-8
E05	Sulfadiazine_1	folate antagonist, PABA analog	D05949	CAS 547-32-0
E06	Sulfadiazine_2	folate antagonist, PABA analog	D05949	CAS 547-32-0
E07	Sulfadiazine_3	folate antagonist, PABA analog	D05949	CAS 547-32-0
E08	Sulfadiazine_4	folate antagonist, PABA analog	D05949	CAS 547-32-0
E09	Benzethonium Chloride_1	membrane, detergent, cationic	D01140	CAS 121-54-0
E10	Benzethonium Chloride_2	membrane, detergent, cationic	D01140	CAS 121-54-0
E11	Benzethonium Chloride_3	membrane, detergent, cationic	D01140	CAS 121-54-0
E12	Benzethonium Chloride_4	membrane, detergent, cationic	D01140	CAS 121-54-0
F01	Tobramycin_1	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00063	CAS 32986-56-4
F02	Tobramycin_2	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00063	CAS 32986-56-4
F03	Tobramycin_3	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00063	CAS 32986-56-4
F04	Tobramycin_4	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00063	CAS 32986-56-4
F05	Sulfathiazole_1	folate antagonist, PABA analog	D01047	CAS 144-74-1
F06	Sulfathiazole_2	folate antagonist, PABA analog	D01047	CAS 144-74-1
F07	Sulfathiazole_3	folate antagonist, PABA analog	D01047	CAS 144-74-1
F08	Sulfathiazole_4	folate antagonist, PABA analog	D01047	CAS 144-74-1
F09	5-Fluoroorotic acid_1	nucleic acid analog, pyrimidine		CAS 207291-81-4
F10	5-Fluoroorotic acid_2	nucleic acid analog, pyrimidine		CAS 207291-81-4
F11	5-Fluoroorotic acid_3	nucleic acid analog, pyrimidine		CAS 207291-81-4
F12	5-Fluoroorotic acid_4	nucleic acid analog, pyrimidine		CAS 207291-81-4
G01	Spectinomycin_1	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00869	CAS 21736-83-4
G02	Spectinomycin_2	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00869	CAS 21736-83-4
G03	Spectinomycin_3	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00869	CAS 21736-83-4
G04	Spectinomycin_4	protein synthesis, 30S ribosomal subunit, aminoglycoside	D00869	CAS 21736-83-4
G05	Sulfamethoxazole_1	folate antagonist, PABA analog	D00447	CAS 723-46-6
G06	Sulfamethoxazole_2	folate antagonist, PABA analog	D00447	CAS 723-46-6
G07	Sulfamethoxazole_3	folate antagonist, PABA analog	D00447	CAS 723-46-6
G08	Sulfamethoxazole_4	folate antagonist, PABA analog	D00447	CAS 723-46-6
G09	L-Aspartic-b-hydroxamate_1	tRNA synthetase		CAS 1955-68-6
G10	L-Aspartic-b-hydroxamate_2	tRNA synthetase		CAS 1955-68-6
G11	L-Aspartic-b-hydroxamate_3	tRNA synthetase		CAS 1955-68-6
G12	L-Aspartic-b-hydroxamate_4	tRNA synthetase		CAS 1955-68-6
H01	Spiramycin_1	protein synthesis, 50S ribosomal subunit, macrolide	D05908	CAS 8025-81-8
H02	Spiramycin_2	protein synthesis, 50S ribosomal subunit, macrolide	D05908	CAS 8025-81-8
H03	Spiramycin_3	protein synthesis, 50S ribosomal subunit, macrolide	D05908	CAS 8025-81-8
H04	Spiramycin_4	protein synthesis, 50S ribosomal subunit, macrolide	D05908	CAS 8025-81-8
H05	Rifampicin_1	RNA polymerase	D00211	CAS 13292-46-1
H06	Rifampicin_2	RNA polymerase	D00211	CAS 13292-46-1
H07	Rifampicin_3	RNA polymerase	D00211	CAS 13292-46-1
H08	Rifampicin_4	RNA polymerase	D00211	CAS 13292-46-1
H09	Dodecyltrimethyl ammonium bromide_1	membrane, detergent, cationic	C20389	CAS 1119-94-4
H10	Dodecyltrimethyl ammonium bromide_2	membrane, detergent, cationic	C20389	CAS 1119-94-4
H11	Dodecyltrimethyl ammonium bromide_3	membrane, detergent, cationic	C20389	CAS 1119-94-4
H12	Dodecyltrimethyl ammonium bromide_4	membrane, detergent, cationic	C20389	CAS 1119-94-4
